customer_id,first_order_date,last_order_date,total_orders,total_spend,country
14034,2011-07-05,2011-11-17,3,651.82,United Kingdom
14035,2010-04-06,2011-11-11,9,2856.72,United Kingdom
14036,2011-02-28,2011-02-28,1,626.65,United Kingdom
14037,2009-12-07,2011-06-16,6,836.95,United Kingdom
14038,2010-02-04,2011-09-22,5,3069.88,United Kingdom
14039,2010-05-13,2011-11-06,2,267.28,United Kingdom
14040,2009-12-01,2011-10-30,35,12645.57,United Kingdom
14041,2011-03-18,2011-03-18,1,141.41,United Kingdom
14042,2009-12-14,2009-12-14,1,431.98,United Kingdom
14043,2009-12-10,2010-08-05,2,304.25,United Kingdom
14044,2010-01-24,2011-11-13,10,3119.35,United Kingdom
14045,2010-01-08,2011-08-22,16,11313.03,United Kingdom
14046,2011-02-28,2011-02-28,1,151.59,United Kingdom
14047,2010-02-01,2011-12-01,14,4255.03,United Kingdom
14048,2010-11-22,2011-02-07,3,748.69,United Kingdom
14049,2010-04-01,2011-11-23,13,13239.03,United Kingdom
14050,2011-08-25,2011-11-08,2,746.36,United Kingdom
14051,2009-12-03,2011-12-09,37,22434.0,United Kingdom
14052,2010-11-14,2011-11-20,2,480.81,United Kingdom
14053,2010-08-10,2011-08-07,4,572.3,United Kingdom
14054,2011-10-05,2011-10-05,1,92.46,United Kingdom
14055,2009-12-16,2011-08-25,3,1520.96,United Kingdom
14056,2011-02-28,2011-12-08,23,8214.65,United Kingdom
14057,2009-12-03,2011-11-16,22,8408.84,United Kingdom
14058,2010-06-27,2010-09-03,2,469.19,United Kingdom
14059,2011-03-18,2011-03-18,1,183.6,United Kingdom
14060,2010-03-11,2011-12-05,30,9519.08,United Kingdom
14061,2009-12-01,2010-07-20,3,917.43,United Kingdom
14062,2009-12-10,2011-11-30,24,25604.2,United Kingdom
14063,2009-12-08,2010-01-22,7,9471.5,United Kingdom
14064,2010-01-21,2011-11-10,15,3332.42,United Kingdom
14065,2010-10-04,2010-11-15,3,891.02,United Kingdom
14066,2011-03-18,2011-03-18,1,152.55,United Kingdom
14067,2011-09-04,2011-10-07,2,374.7,United Kingdom
14068,2010-01-31,2011-01-23,4,1528.37,United Kingdom
14069,2010-05-27,2010-07-13,2,230.06,United Kingdom
14070,2010-01-24,2010-01-24,1,326.55,United Kingdom
14071,2011-03-20,2011-12-06,8,1424.0,United Kingdom
14072,2010-02-11,2010-02-11,1,390.85,United Kingdom
14073,2011-11-07,2011-11-07,1,151.04,United Kingdom
14074,2010-03-26,2010-03-26,1,219.4,United Kingdom
14075,2010-08-26,2011-12-05,5,1724.87,United Kingdom
14076,2011-08-02,2011-08-02,1,122.47,United Kingdom
14077,2010-11-09,2011-10-30,6,615.08,United Kingdom
14078,2010-03-28,2011-08-30,9,1690.98,United Kingdom
14079,2010-01-26,2011-08-07,2,618.73,United Kingdom
14080,2009-12-02,2011-11-07,5,1115.68,United Kingdom
14081,2009-12-10,2011-02-10,10,5370.1,United Kingdom
14082,2010-11-12,2010-12-10,2,413.36,United Kingdom
14083,2009-12-18,2011-12-05,11,1407.26,United Kingdom
14084,2010-07-15,2010-07-15,1,150.5,United Kingdom
14085,2009-12-08,2011-12-07,32,10089.97,United Kingdom
14086,2010-09-03,2010-09-03,1,39.95,United Kingdom
14087,2009-12-04,2011-12-07,3,846.22,United Kingdom
14088,2010-10-14,2011-11-29,16,64036.8,United Kingdom
14089,2011-10-14,2011-10-14,1,161.0,United Kingdom
14090,2011-01-19,2011-01-19,1,76.32,United Kingdom
14091,2010-01-10,2010-02-23,2,9530.08,United Kingdom
14092,2009-12-16,2011-12-02,24,7229.45,United Kingdom
14093,2011-11-27,2011-11-27,1,442.85,United Kingdom
14094,2010-09-26,2010-09-26,1,335.22,United Kingdom
14095,2009-12-17,2009-12-17,1,2.95,United Kingdom
14096,2011-08-30,2011-12-05,17,53258.43,United Kingdom
14097,2010-03-04,2010-08-15,2,422.86,United Kingdom
14098,2011-11-03,2011-11-03,1,147.35,United Kingdom
14099,2009-12-10,2011-11-23,20,5765.71,United Kingdom
14100,2011-07-25,2011-07-25,1,194.9,United Kingdom
14101,2010-03-28,2011-09-27,13,9961.93,United Kingdom
14102,2011-10-26,2011-12-04,5,1360.28,United Kingdom
14104,2010-05-28,2011-07-08,5,768.58,United Kingdom
14105,2009-12-18,2011-04-14,5,5988.83,United Kingdom
14106,2009-12-02,2009-12-02,1,214.8,United Kingdom
14107,2009-12-09,2011-10-19,11,4877.3,United Kingdom
14108,2009-12-01,2011-11-09,4,1044.96,United Kingdom
14109,2011-09-28,2011-09-28,1,144.2,United Kingdom
14110,2009-12-01,2011-12-06,33,12987.95,United Kingdom
14111,2011-04-12,2011-11-25,4,692.85,United Kingdom
14112,2010-02-23,2011-11-17,13,5834.59,United Kingdom
14113,2009-12-08,2011-12-06,16,7092.61,United Kingdom
14114,2010-04-12,2011-03-11,7,1364.09,United Kingdom
14115,2010-02-11,2010-07-26,2,622.67,United Kingdom
14116,2011-08-10,2011-11-20,5,1382.74,United Kingdom
14117,2011-07-19,2011-07-19,1,90.0,United Kingdom
14118,2010-10-07,2010-10-07,1,458.45,United Kingdom
14119,2009-12-21,2010-11-29,2,183.37,United Kingdom
14121,2011-10-11,2011-12-06,4,2780.15,United Kingdom
14122,2009-12-02,2010-10-29,3,362.42,United Kingdom
14123,2009-12-06,2009-12-06,1,436.18,United Kingdom
14124,2011-09-16,2011-09-16,1,419.58,United Kingdom
14125,2011-09-22,2011-11-29,3,2740.43,United Kingdom
14126,2010-09-21,2011-12-02,4,1172.46,United Kingdom
14127,2010-10-10,2011-08-09,6,1900.08,United Kingdom
14128,2010-06-06,2011-10-10,3,924.21,United Kingdom
14129,2010-05-09,2011-12-08,9,2591.34,United Kingdom
14130,2009-12-11,2011-01-24,4,1882.67,United Kingdom
14131,2010-03-01,2010-03-01,1,187.87,United Kingdom
14132,2011-06-09,2011-12-07,11,3586.03,United Kingdom
14133,2009-12-06,2011-08-02,4,911.14,United Kingdom
14134,2009-12-10,2010-11-22,15,11123.35,United Kingdom
14135,2009-12-02,2011-12-08,24,9643.92,United Kingdom
14136,2009-12-08,2010-11-04,5,1570.81,United Kingdom
14137,2010-01-13,2010-01-13,1,332.7,United Kingdom
14138,2011-10-07,2011-12-08,2,982.38,United Kingdom
14139,2010-06-15,2011-10-24,4,1086.8,United Kingdom
14140,2011-11-08,2011-12-06,2,935.05,United Kingdom
14141,2011-08-26,2011-12-07,4,915.13,United Kingdom
14142,2010-03-03,2010-12-01,2,983.15,United Kingdom
14143,2011-07-29,2011-07-29,1,115.8,United Kingdom
14144,2010-08-10,2010-08-10,1,30.6,United Kingdom
14145,2010-04-08,2011-10-24,7,7600.05,United Kingdom
14146,2010-01-13,2011-12-01,12,9450.3,United Kingdom
14147,2010-03-09,2011-09-22,9,2590.2,United Kingdom
14148,2010-10-21,2011-04-20,2,466.29,United Kingdom
14149,2011-05-03,2011-05-03,1,446.62,United Kingdom
14150,2010-12-15,2011-11-04,2,658.64,United Kingdom
14151,2009-12-23,2010-02-04,2,679.45,United Kingdom
14152,2010-02-18,2011-09-25,7,1997.34,United Kingdom
14153,2010-08-13,2010-08-13,1,233.4,United Kingdom
14154,2010-01-13,2011-04-14,8,6460.7,United Kingdom
14155,2011-03-18,2011-03-18,1,118.75,United Kingdom
14156,2009-12-01,2011-11-30,150,304117.92,EIRE
14157,2010-03-03,2011-11-20,5,1002.78,United Kingdom
14158,2011-10-30,2011-10-30,1,507.66,United Kingdom
14159,2009-12-03,2011-11-20,20,7926.79,United Kingdom
14160,2010-01-10,2010-04-08,7,8421.47,United Kingdom
14161,2009-12-13,2011-05-08,7,3318.88,United Kingdom
14162,2011-02-20,2011-06-19,2,289.36,United Kingdom
14163,2010-09-03,2011-09-13,5,2594.62,United Kingdom
14164,2011-09-20,2011-09-30,2,1631.77,United Kingdom
14165,2011-03-09,2011-03-09,1,122.54,United Kingdom
14166,2010-03-23,2010-07-22,2,256.85,United Kingdom
14167,2010-01-27,2011-10-31,8,1296.49,United Kingdom
14168,2010-05-24,2010-10-15,2,370.45,United Kingdom
14169,2010-09-21,2010-10-05,2,616.03,United Kingdom
14170,2010-11-09,2010-11-29,3,597.33,United Kingdom
14171,2009-12-09,2011-09-02,2,498.79,United Kingdom
14172,2010-03-07,2010-04-13,3,402.72,United Kingdom
14173,2009-12-09,2011-11-29,6,586.0,United Kingdom
14174,2011-11-06,2011-11-06,1,134.46,United Kingdom
14175,2010-03-22,2011-10-11,8,7678.88,United Kingdom
14176,2010-11-23,2011-02-15,5,916.01,United Kingdom
14177,2010-02-26,2011-09-14,13,2229.34,United Kingdom
14178,2011-06-10,2011-12-01,7,1600.93,United Kingdom
14179,2011-10-18,2011-10-30,2,719.78,United Kingdom
14180,2010-06-09,2011-11-29,33,6319.25,United Kingdom
14181,2010-05-26,2010-10-25,2,310.55,United Kingdom
14182,2010-04-22,2010-09-22,4,678.77,United Kingdom
14183,2010-08-15,2010-10-24,2,286.29,United Kingdom
14184,2011-10-04,2011-10-04,1,452.89,United Kingdom
14185,2011-01-12,2011-01-12,1,197.65,United Kingdom
14186,2010-03-05,2010-10-08,5,1550.63,United Kingdom
14187,2010-08-23,2010-08-23,1,123.5,United Kingdom
14188,2011-02-02,2011-11-09,6,2054.36,United Kingdom
14189,2010-11-16,2011-12-07,16,5814.39,United Kingdom
14190,2010-02-11,2010-02-11,1,79.9,United Kingdom
14191,2009-12-11,2011-12-08,15,4817.66,United Kingdom
14192,2010-11-16,2010-11-16,1,293.74,United Kingdom
14193,2010-11-08,2011-10-03,3,1210.19,United Kingdom
14194,2010-01-06,2011-12-05,36,18670.59,United Kingdom
14195,2010-03-15,2011-05-22,6,2615.6,United Kingdom
14196,2011-08-25,2011-08-25,1,335.52,United Kingdom
14197,2010-10-25,2010-10-25,1,390.05,United Kingdom
14198,2010-01-05,2011-11-21,9,1569.73,United Kingdom
14199,2010-06-27,2011-05-05,4,1091.7,United Kingdom
14200,2010-04-01,2010-04-01,1,379.2,United Kingdom
14201,2010-04-30,2011-10-10,10,1193.54,United Kingdom
14202,2010-03-25,2010-11-23,3,847.76,United Kingdom
14203,2010-11-07,2010-11-07,1,339.34,United Kingdom
14204,2009-12-02,2011-12-07,4,1062.96,United Kingdom
14205,2010-03-07,2011-11-23,9,2414.2,United Kingdom
14206,2010-11-02,2011-04-14,3,1185.01,United Kingdom
14207,2010-01-21,2010-01-21,1,157.8,United Kingdom
14208,2010-06-06,2011-09-06,2,567.05,United Kingdom
14209,2010-01-22,2011-11-29,15,4993.27,United Kingdom
14210,2010-01-06,2011-08-26,16,5861.52,United Kingdom
14211,2009-12-09,2011-10-17,18,4402.29,United Kingdom
14212,2010-09-20,2011-09-11,2,2190.14,United Kingdom
14213,2010-10-31,2010-10-31,1,1192.2,United Kingdom
14214,2011-03-07,2011-11-09,5,1004.38,United Kingdom
14215,2009-12-08,2011-11-28,9,3416.33,United Kingdom
14216,2010-10-21,2011-12-06,5,2150.04,United Kingdom
14217,2010-06-30,2011-12-08,23,3416.89,United Kingdom
14218,2011-10-28,2011-10-28,1,169.48,United Kingdom
14219,2010-08-03,2011-12-05,3,633.83,United Kingdom
14220,2010-05-19,2011-04-06,4,1515.0,United Kingdom
14221,2010-04-06,2011-10-28,17,6517.49,United Kingdom
14222,2011-06-15,2011-06-15,1,683.17,United Kingdom
14223,2011-03-20,2011-09-08,3,991.13,United Kingdom
14224,2010-06-13,2011-08-21,9,1897.9,United Kingdom
14225,2010-01-12,2010-10-01,4,2037.02,United Kingdom
14226,2010-09-24,2011-11-11,6,3002.53,United Kingdom
14227,2010-02-08,2011-11-13,15,6366.16,United Kingdom
14228,2010-06-11,2010-09-28,3,745.5,United Kingdom
14229,2010-08-25,2011-10-19,7,2594.04,United Kingdom
14230,2010-06-09,2010-09-30,3,979.8,United Kingdom
14231,2010-09-15,2011-06-09,4,1235.62,United Kingdom
14232,2011-03-20,2011-10-28,5,2048.07,United Kingdom
14233,2010-03-05,2011-10-21,7,2904.27,United Kingdom
14234,2011-10-13,2011-11-17,4,775.46,United Kingdom
14235,2010-03-30,2011-09-25,9,4717.99,United Kingdom
14236,2010-07-22,2011-09-20,5,1744.64,United Kingdom
14237,2010-04-28,2010-12-01,2,632.14,United Kingdom
14238,2009-12-05,2011-01-17,3,434.23,United Kingdom
14239,2009-12-05,2011-10-27,21,4263.17,United Kingdom
14240,2010-10-12,2011-11-09,3,1247.49,United Kingdom
14241,2010-01-12,2011-06-09,2,333.7,United Kingdom
14242,2011-01-18,2011-04-19,2,280.55,United Kingdom
14243,2010-08-20,2011-12-01,17,7431.05,United Kingdom
14244,2010-02-17,2010-02-17,1,366.42,United Kingdom
14245,2011-03-21,2011-05-04,2,1693.45,United Kingdom
14246,2011-04-08,2011-08-21,3,1474.06,United Kingdom
14247,2010-06-06,2011-03-06,5,772.66,United Kingdom
14248,2010-07-12,2011-01-25,3,1032.95,United Kingdom
14249,2010-01-29,2010-10-25,12,5625.46,United Kingdom
14250,2011-09-11,2011-12-02,3,1904.05,United Kingdom
14251,2011-10-13,2011-12-08,5,2879.7,United Kingdom
14252,2010-11-23,2010-11-23,1,350.99,United Kingdom
14253,2010-03-26,2010-08-03,2,363.4,United Kingdom
14254,2010-10-03,2010-10-03,1,601.03,United Kingdom
14256,2010-01-14,2011-03-24,5,2473.99,United Kingdom
14257,2010-03-01,2011-10-06,9,5954.45,United Kingdom
14258,2009-12-04,2011-11-30,25,32051.34,United Kingdom
14259,2011-07-21,2011-07-21,1,120.0,United Kingdom
14260,2010-06-09,2010-08-25,3,824.28,United Kingdom
14261,2011-09-22,2011-10-20,2,1163.45,United Kingdom
14262,2011-04-13,2011-12-01,8,2618.23,United Kingdom
14263,2010-10-12,2010-10-12,1,322.93,United Kingdom
14264,2010-04-07,2011-07-08,6,1517.36,United Kingdom
14265,2010-04-06,2011-08-22,4,1373.35,Unspecified
14266,2010-10-07,2010-10-07,1,40.56,United Kingdom
14267,2011-03-24,2011-06-30,3,1516.24,United Kingdom
14268,2010-08-26,2010-08-26,1,354.85,United Kingdom
14269,2010-09-26,2010-09-26,1,295.73,United Kingdom
14270,2011-01-12,2011-01-12,1,492.65,United Kingdom
14271,2010-10-26,2011-04-28,2,219.13,United Kingdom
14272,2010-05-06,2011-09-27,4,920.81,United Kingdom
14273,2011-04-11,2011-10-19,4,559.97,United Kingdom
14274,2010-01-22,2010-01-22,1,256.6,United Kingdom
14275,2010-04-11,2010-11-09,6,1189.38,United Kingdom
14276,2010-02-17,2011-09-02,7,2102.68,United Kingdom
14277,2009-12-13,2011-11-24,8,16817.36,France
14278,2010-10-26,2010-10-26,1,205.83,United Kingdom
14279,2010-01-27,2010-07-07,2,191.86,United Kingdom
14280,2011-05-27,2011-05-27,1,134.04,United Kingdom
14281,2010-10-27,2010-10-27,1,245.15,United Kingdom
14282,2010-02-15,2011-12-06,25,7849.66,United Kingdom
14283,2010-05-19,2010-09-02,4,628.44,United Kingdom
14284,2010-02-24,2011-11-09,3,1299.65,United Kingdom
14285,2009-12-08,2011-11-18,8,3284.42,United Kingdom
14286,2009-12-04,2011-11-16,7,8479.76,United Kingdom
14287,2011-05-25,2011-12-01,3,176.63,United Kingdom
14288,2011-05-10,2011-05-10,1,426.6,United Kingdom
14289,2011-02-23,2011-12-01,6,911.26,United Kingdom
14290,2009-12-08,2011-11-28,8,4516.56,United Kingdom
14291,2009-12-09,2011-12-08,23,7904.1,United Kingdom
14292,2010-03-19,2011-12-02,16,9226.25,United Kingdom
14293,2009-12-10,2011-12-06,9,3267.93,United Kingdom
14294,2010-10-28,2010-10-28,1,375.34,United Kingdom
14295,2009-12-09,2011-10-30,4,2352.91,United Kingdom
14296,2010-05-14,2010-10-14,2,456.4,United Kingdom
14297,2011-03-10,2011-11-22,4,1305.33,United Kingdom
14298,2009-12-11,2011-12-01,82,91194.49,United Kingdom
14299,2009-12-02,2011-12-01,27,14499.49,United Kingdom
14300,2011-11-21,2011-11-21,1,43.2,United Kingdom
14301,2010-02-11,2011-08-14,4,1992.18,United Kingdom
14302,2009-12-02,2010-10-05,3,742.9,United Kingdom
14303,2010-10-01,2010-10-28,2,277.94,United Kingdom
14304,2010-05-18,2011-05-01,3,1725.01,United Kingdom
14305,2011-07-27,2011-09-29,3,1858.96,United Kingdom
14306,2010-01-31,2011-10-19,6,3151.4,United Kingdom
14307,2009-12-07,2011-09-12,10,5071.03,United Kingdom
14309,2010-06-07,2011-12-01,11,3780.81,United Kingdom
14310,2010-10-03,2010-10-03,1,492.1,United Kingdom
14311,2010-05-21,2011-04-11,2,516.45,United Kingdom
14312,2010-07-23,2011-10-24,11,3090.29,United Kingdom
14314,2010-10-05,2011-08-25,2,229.8,United Kingdom
14315,2010-03-15,2011-10-26,8,3197.82,United Kingdom
14316,2010-03-19,2010-10-13,5,1370.34,United Kingdom
14317,2011-10-06,2011-10-06,1,508.58,United Kingdom
14318,2010-09-05,2010-09-05,1,158.02,United Kingdom
14319,2010-10-11,2010-10-11,1,494.85,United Kingdom
14320,2010-01-21,2011-05-17,5,1346.75,United Kingdom
14321,2010-08-23,2011-11-29,7,2218.06,United Kingdom
14322,2010-02-18,2010-10-06,4,474.1,United Kingdom
14323,2011-04-15,2011-08-17,2,605.06,United Kingdom
14324,2010-01-15,2010-10-26,2,701.61,United Kingdom
14325,2010-05-19,2010-05-19,1,245.48,United Kingdom
14326,2010-06-25,2011-04-11,3,940.98,United Kingdom
14327,2010-01-08,2011-06-29,6,1894.93,United Kingdom
14329,2009-12-16,2011-11-22,15,9927.22,United Kingdom
14330,2010-03-26,2010-03-26,1,200.63,United Kingdom
14331,2011-07-27,2011-08-07,2,462.66,United Kingdom
14332,2010-10-19,2011-11-17,5,1943.51,United Kingdom
14333,2011-10-03,2011-10-03,1,415.2,United Kingdom
14334,2010-05-20,2011-11-23,12,4318.48,United Kingdom
14335,2011-09-04,2011-11-23,2,468.26,Germany
14336,2011-03-08,2011-11-23,4,1614.91,United Kingdom
14338,2010-06-21,2011-07-01,3,928.1,United Kingdom
14339,2010-10-07,2011-04-11,2,620.27,United Kingdom
14340,2011-05-05,2011-05-05,1,134.7,United Kingdom
14341,2009-12-01,2011-10-25,18,4467.32,United Kingdom
14342,2010-08-24,2011-11-18,6,918.44,United Kingdom
14343,2010-01-18,2010-10-14,4,1088.91,United Kingdom
14344,2010-03-23,2011-08-04,20,3333.7,United Kingdom
14345,2011-11-01,2011-11-01,1,108.98,United Kingdom
14346,2010-07-30,2011-08-11,5,2315.75,United Kingdom
14347,2009-12-03,2009-12-03,1,82.6,United Kingdom
14348,2011-03-24,2011-03-24,1,409.57,United Kingdom
14349,2011-11-29,2011-11-29,1,133.5,United Kingdom
14350,2010-10-05,2011-03-10,3,972.03,United Kingdom
14351,2011-06-28,2011-06-28,1,51.0,United Kingdom
14352,2011-03-11,2011-07-05,4,1078.96,United Kingdom
14353,2010-10-04,2011-05-08,3,376.5,United Kingdom
14354,2011-11-09,2011-12-04,2,163.62,United Kingdom
14355,2010-03-22,2010-12-09,3,1014.45,United Kingdom
14356,2011-09-19,2011-09-21,2,701.23,United Kingdom
14357,2011-10-27,2011-10-27,1,225.77,United Kingdom
14358,2010-10-07,2010-11-15,2,400.06,United Kingdom
14359,2011-09-13,2011-11-20,3,912.18,United Kingdom
14360,2011-09-06,2011-11-08,4,2128.23,United Kingdom
14361,2010-05-10,2010-05-10,1,214.71,United Kingdom
14362,2011-11-17,2011-11-17,1,161.2,United Kingdom
14363,2010-09-14,2010-11-02,2,227.47,United Kingdom
14364,2011-05-12,2011-08-23,8,3717.35,United Kingdom
14365,2010-01-27,2010-11-10,2,634.68,United Kingdom
14366,2010-07-02,2010-07-02,1,136.0,United Kingdom
14367,2011-03-08,2011-12-01,16,9261.52,United Kingdom
14368,2011-01-24,2011-01-24,1,155.0,United Kingdom
14369,2010-02-16,2010-03-07,2,469.13,United Kingdom
14370,2010-02-01,2010-09-15,6,1175.78,United Kingdom
14371,2011-02-17,2011-02-17,1,100.5,United Kingdom
14372,2010-04-19,2010-09-22,2,860.08,United Kingdom
14373,2010-12-16,2010-12-16,1,76.55,United Kingdom
14374,2010-06-16,2010-06-16,1,108.0,United Kingdom
14375,2010-06-16,2011-06-07,3,1132.99,United Kingdom
14376,2010-01-25,2010-01-25,1,215.46,United Kingdom
14377,2011-03-22,2011-06-01,2,617.05,United Kingdom
14378,2010-03-28,2010-03-28,1,131.25,United Kingdom
14379,2010-08-16,2011-10-26,4,1268.91,United Kingdom
14380,2010-01-26,2010-01-26,1,48.96,United Kingdom
14381,2010-09-14,2011-10-18,2,631.34,United Kingdom
14382,2010-11-14,2011-11-13,2,1246.8,United Kingdom
14383,2011-06-29,2011-11-01,3,1247.69,United Kingdom
14384,2010-07-27,2010-07-27,1,58.5,United Kingdom
14385,2011-11-16,2011-11-30,3,202.11,United Kingdom
14386,2011-02-16,2011-02-16,1,142.4,United Kingdom
14387,2011-08-22,2011-11-07,3,1770.56,United Kingdom
14388,2010-01-20,2011-11-29,16,6701.0,United Kingdom
14389,2010-04-28,2011-10-05,5,1898.01,United Kingdom
14390,2010-10-10,2011-11-29,13,6399.83,United Kingdom
14391,2010-05-12,2010-05-12,1,135.6,United Kingdom
14392,2010-10-03,2010-10-03,1,266.4,United Kingdom
14393,2011-05-05,2011-05-05,1,67.95,United Kingdom
14394,2010-05-24,2010-05-24,1,93.8,United Kingdom
14395,2010-04-18,2011-12-07,20,8208.01,United Kingdom
14396,2009-12-02,2011-10-05,7,2121.93,United Kingdom
14397,2011-05-10,2011-12-07,19,2612.96,United Kingdom
14398,2010-06-30,2010-11-03,2,707.79,United Kingdom
14399,2010-02-03,2010-11-10,8,2113.16,United Kingdom
14400,2010-03-18,2011-07-13,3,1732.47,United Kingdom
14401,2009-12-14,2011-12-05,22,6795.9,United Kingdom
14402,2010-02-25,2010-02-25,1,285.6,United Kingdom
14403,2010-03-10,2011-08-01,6,1880.51,United Kingdom
14404,2009-12-20,2011-11-06,13,2899.11,United Kingdom
14405,2010-11-18,2010-11-18,1,195.0,United Kingdom
14406,2011-08-12,2011-08-12,1,156.75,United Kingdom
14407,2011-03-08,2011-08-24,5,2142.73,United Kingdom
14408,2009-12-07,2011-11-29,11,4109.77,United Kingdom
14409,2010-05-21,2011-09-29,9,3756.09,United Kingdom
14410,2010-09-28,2011-09-08,11,2650.14,United Kingdom
14411,2011-02-02,2011-02-02,1,1063.0,United Kingdom
14412,2010-10-11,2011-10-28,3,1426.19,United Kingdom
14413,2010-01-19,2010-12-12,4,770.37,United Kingdom
14414,2010-11-30,2011-09-09,8,2399.33,United Kingdom
14415,2009-12-16,2011-12-08,23,12091.6,United Kingdom
14416,2011-10-28,2011-11-17,2,490.22,United Kingdom
14417,2010-11-17,2010-11-17,1,604.2,United Kingdom
14418,2011-08-23,2011-12-06,3,1937.25,United Kingdom
14419,2010-11-22,2011-11-29,7,1260.91,United Kingdom
14420,2010-01-17,2011-09-01,4,1639.17,United Kingdom
14421,2010-01-17,2011-10-13,6,2469.37,United Kingdom
14422,2009-12-17,2011-12-09,19,10271.52,United Kingdom
14423,2010-01-14,2011-05-05,3,916.61,United Kingdom
14424,2011-11-22,2011-11-22,1,322.08,United Kingdom
14425,2009-12-02,2010-10-01,3,661.39,United Kingdom
14426,2010-03-04,2011-11-16,17,11727.94,United Kingdom
14427,2010-03-18,2011-10-20,4,1263.52,United Kingdom
14428,2011-01-18,2011-12-02,5,1244.83,United Kingdom
14429,2010-11-01,2010-11-01,1,516.28,United Kingdom
14430,2010-04-11,2010-07-16,3,1220.9,United Kingdom
14431,2010-01-21,2011-02-10,4,2614.2,United Kingdom
14432,2011-09-11,2011-11-30,6,2255.51,United Kingdom
14433,2010-08-31,2010-08-31,1,289.6,United Kingdom
14434,2011-09-28,2011-11-18,6,1372.8,United Kingdom
14435,2010-07-26,2010-07-26,1,90.42,United Kingdom
14436,2010-06-04,2011-09-02,2,271.7,United Kingdom
14437,2010-05-05,2010-12-09,5,958.84,United Kingdom
14438,2011-02-06,2011-02-06,1,131.9,United Kingdom
14439,2010-01-21,2011-01-24,5,9443.04,Greece
14440,2009-12-02,2011-12-01,13,6638.73,United Kingdom
14441,2010-01-18,2011-12-09,11,4611.69,United Kingdom
14442,2010-01-18,2011-05-19,7,5367.02,Channel Islands
14443,2010-11-25,2011-10-17,5,2386.47,United Kingdom
14444,2010-09-09,2010-09-09,1,132.04,United Kingdom
14445,2010-09-10,2010-09-10,1,221.65,United Kingdom
14446,2010-11-18,2011-12-09,5,1236.51,United Kingdom
14447,2010-11-04,2011-11-21,6,1711.73,United Kingdom
14448,2010-12-10,2011-11-30,2,375.35,United Kingdom
14449,2010-09-29,2011-11-21,8,2482.8,United Kingdom
14450,2010-04-08,2011-06-12,7,1128.44,United Kingdom
14451,2010-01-17,2011-10-10,12,3308.77,United Kingdom
14452,2010-07-06,2011-11-29,4,665.59,United Kingdom
14453,2011-06-02,2011-06-02,1,119.93,United Kingdom
14454,2009-12-06,2010-11-28,5,977.3,United Kingdom
14455,2010-08-01,2010-10-03,4,628.21,United Kingdom
14456,2011-07-20,2011-12-04,9,3059.44,United Kingdom
14457,2011-02-02,2011-02-02,1,113.64,United Kingdom
14458,2010-11-24,2010-11-24,1,228.62,United Kingdom
14459,2010-02-26,2011-07-07,2,5375.74,United Kingdom
14460,2009-12-15,2011-08-21,9,1093.5,United Kingdom
14461,2010-01-18,2011-07-14,13,6713.11,United Kingdom
14462,2010-10-03,2011-10-04,12,2265.01,United Kingdom
14463,2010-07-28,2011-09-02,4,786.57,United Kingdom
14464,2010-03-22,2010-05-20,2,111.0,United Kingdom
14465,2010-01-07,2011-04-07,11,3946.03,United Kingdom
14466,2009-12-13,2011-11-10,13,4646.9,United Kingdom
14467,2009-12-02,2011-11-22,12,2220.99,United Kingdom
14468,2009-12-06,2009-12-06,1,204.24,United Kingdom
14469,2010-01-29,2010-10-19,4,2112.21,United Kingdom
14470,2010-10-05,2011-11-28,3,712.04,United Kingdom
14471,2009-12-07,2010-04-27,2,400.95,United Kingdom
14472,2010-01-19,2011-08-28,9,2228.22,United Kingdom
14473,2011-03-02,2011-09-26,2,234.34,United Kingdom
14474,2010-05-09,2011-10-24,2,1278.08,United Kingdom
14475,2010-10-27,2011-09-29,4,1151.15,United Kingdom
14476,2011-03-27,2011-03-27,1,215.7,United Kingdom
14477,2010-01-04,2011-11-20,7,1969.6,United Kingdom
14478,2009-12-01,2010-11-22,4,1276.66,United Kingdom
14479,2009-12-06,2011-03-31,4,1299.11,United Kingdom
14480,2009-12-21,2011-11-28,4,1299.52,United Kingdom
14481,2010-01-31,2011-06-28,5,2311.49,United Kingdom
14482,2010-08-26,2011-11-21,12,4357.91,United Kingdom
14483,2009-12-03,2011-03-03,2,257.1,United Kingdom
14484,2009-12-17,2011-10-20,4,1070.98,United Kingdom
14485,2011-11-01,2011-11-01,1,165.75,United Kingdom
14486,2010-06-04,2010-07-16,2,175.5,United Kingdom
14487,2010-11-25,2011-11-13,7,1453.61,United Kingdom
14488,2011-10-03,2011-10-03,1,1064.28,United Kingdom
14489,2010-04-06,2011-05-16,4,1574.93,United Kingdom
14490,2010-10-07,2010-10-29,2,1273.47,United Kingdom
14491,2010-12-02,2011-06-17,2,468.13,United Kingdom
14492,2010-03-30,2010-10-05,7,1921.91,United Kingdom
14493,2010-03-08,2011-12-02,10,5130.15,United Kingdom
14494,2009-12-08,2011-11-14,3,401.46,United Kingdom
14495,2010-02-18,2011-10-20,3,174.8,United Kingdom
14496,2010-03-16,2011-02-01,7,2668.23,United Kingdom
14497,2010-02-04,2011-02-03,2,697.06,United Kingdom
14498,2010-06-07,2011-10-28,10,3911.27,United Kingdom
