invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,line_total
519607,85061W,WHITE JEWELLED HEART DECORATION,5,2010-08-18 16:21:00,0.85,14505,United Kingdom,4.25
519607,90002A,FLOWER BURST SILVER RING OPAL,1,2010-08-18 16:21:00,3.75,14505,United Kingdom,3.75
519609,22637,PIGGY BANK RETROSPOT,4,2010-08-18 16:39:00,2.55,17585,United Kingdom,10.2
519609,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,2,2010-08-18 16:39:00,3.25,17585,United Kingdom,6.5
519610,22453,MEASURING TAPE BABUSHKA BLUE,2,2010-08-18 16:54:00,2.95,15494,United Kingdom,5.9
519611,22412,METAL SIGN NEIGHBOURHOOD WITCH,13,2010-08-18 17:30:00,2.1,16984,United Kingdom,27.3
519612,22197,SMALL POPCORN HOLDER,6,2010-08-18 17:41:00,0.85,15154,United Kingdom,5.1
519612,22332,SKULLS PARTY BAG + STICKER SET,1,2010-08-18 17:41:00,1.65,15154,United Kingdom,1.65
519612,21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,1,2010-08-18 17:41:00,4.95,15154,United Kingdom,4.95
519613,90064B,BLACK VINTAGE  CRYSTAL EARRINGS,4,2010-08-18 17:43:00,3.75,15154,United Kingdom,15.0
519613,90065A,WHITE VINTAGE CRYSTAL BRACELET,2,2010-08-18 17:43:00,6.75,15154,United Kingdom,13.5
519614,22482,BLUE TEA TOWEL CLASSIC DESIGN,12,2010-08-19 08:47:00,1.25,14911,EIRE,15.0
519618,20914,SET/5 RED SPOTTY LID GLASS BOWLS,12,2010-08-19 09:16:00,2.95,14852,United Kingdom,35.4
519621,22110,BIRD HOUSE HOT WATER BOTTLE,12,2010-08-19 09:41:00,3.45,14852,United Kingdom,41.4
519622,22149,FELTCRAFT 6 FLOWER FRIENDS,12,2010-08-19 09:43:00,2.1,12949,United Kingdom,25.2
519622,72741,GRAND CHOCOLATECANDLE,9,2010-08-19 09:43:00,1.45,12949,United Kingdom,13.05
519640,22710,WRAP I LOVE LONDON,200,2010-08-19 10:11:00,0.34,16684,United Kingdom,68.0
519656,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,6,2010-08-19 10:58:00,3.75,12647,Germany,22.5
519656,35810A,ENAMEL PINK COFFEE CONTAINER,24,2010-08-19 10:58:00,0.85,12647,Germany,20.4
519657,21231,SWEETHEART CERAMIC TRINKET BOX,12,2010-08-19 11:18:00,1.25,14110,United Kingdom,15.0
519658,82581,TOILET METAL SIGN,3,2010-08-19 11:32:00,0.55,16225,United Kingdom,1.65
519658,22480,RED TEA TOWEL CLASSIC DESIGN,4,2010-08-19 11:32:00,1.25,16225,United Kingdom,5.0
519658,22469,HEART OF WICKER SMALL,8,2010-08-19 11:32:00,1.65,16225,United Kingdom,13.2
519658,22188,BLACK HEART CARD HOLDER,4,2010-08-19 11:32:00,3.95,16225,United Kingdom,15.8
519660,22219,LOVEBIRD HANGING DECORATION WHITE,24,2010-08-19 11:48:00,0.85,17159,United Kingdom,20.4
519666,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,20,2010-08-19 12:16:00,0.85,12976,United Kingdom,17.0
519666,21508,VINTAGE KID DOLLY CARD,12,2010-08-19 12:16:00,0.42,12976,United Kingdom,5.04
519676,72741,GRAND CHOCOLATECANDLE,18,2010-08-19 12:30:00,1.45,17745,United Kingdom,26.1
519682,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,3,2010-08-19 12:48:00,0.85,16529,United Kingdom,2.55
519682,20685,DOORMAT RED SPOT,2,2010-08-19 12:48:00,7.49,16529,United Kingdom,14.98
519687,22439,6 ROCKET BALLOONS,24,2010-08-19 13:04:00,0.65,14112,United Kingdom,15.6
519686,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2010-08-19 13:04:00,1.65,18283,United Kingdom,1.65
519689,21213,PACK OF 72 SKULL CAKE CASES,24,2010-08-19 13:06:00,0.55,14283,United Kingdom,13.2
519688,22352,LUNCH BOX WITH CUTLERY RETROSPOT,1,2010-08-19 13:06:00,2.55,17068,United Kingdom,2.55
519691,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2010-08-19 13:32:00,4.25,17841,United Kingdom,4.25
519692,22597,CHRISTMAS MUSICAL ZINC HEART,11,2010-08-19 13:48:00,0.85,17222,United Kingdom,9.35
519698,22569,FELTCRAFT CUSHION BUTTERFLY,12,2010-08-19 14:22:00,3.75,14911,EIRE,45.0
519698,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,4,2010-08-19 14:22:00,4.25,14911,EIRE,17.0
519707,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2010-08-19 14:48:00,0.85,16286,United Kingdom,8.5
519711,21888,BINGO SET,1,2010-08-19 15:13:00,3.75,12851,United Kingdom,3.75
519712,20832,RED FLOCK LOVE HEART PHOTO FRAME,6,2010-08-19 15:28:00,0.85,16919,United Kingdom,5.1
519714,22413,METAL SIGN TAKE IT OR LEAVE IT,12,2010-08-19 15:45:00,2.95,17829,United Arab Emirates,35.4
519718,35958,FOLKART ZINC STAR CHRISTMAS DEC,12,2010-08-19 16:19:00,0.85,13479,United Kingdom,10.2
519718,22469,HEART OF WICKER SMALL,6,2010-08-19 16:19:00,1.65,13479,United Kingdom,9.9
519721,21196,ROUND WHITE CONFETTI IN TUBE,1,2010-08-19 16:28:00,1.65,14606,United Kingdom,1.65
519728,85152,HAND OVER THE CHOCOLATE   SIGN,5,2010-08-19 18:13:00,2.1,16743,United Kingdom,10.5
519729,20684,STRAWBERRY DREAM CHILDS UMBRELLA,5,2010-08-19 19:03:00,3.25,16032,United Kingdom,16.25
519730,84992,72 SWEETHEART FAIRY CAKE CASES,1,2010-08-19 19:39:00,0.55,16549,United Kingdom,0.55
519731,22365,DOORMAT RESPECTABLE HOUSE,1,2010-08-19 19:50:00,7.49,13542,United Kingdom,7.49
519733,21706,"FOLDING UMBRELLA , RED/WHITE SPOT",4,2010-08-20 08:21:00,4.95,12519,Germany,19.8
519786,22295,HEART FILIGREE DOVE LARGE,12,2010-08-20 12:00:00,1.65,13117,United Kingdom,19.8
519786,22548,HEADS AND TAILS SPORTING FUN,12,2010-08-20 12:00:00,1.25,13117,United Kingdom,15.0
519792,22378,WALL TIDY RETROSPOT,5,2010-08-20 12:20:00,2.1,12865,Austria,10.5
519792,21124,SET/10 BLUE SPOTTY PARTY CANDLES,24,2010-08-20 12:20:00,1.25,12865,Austria,30.0
519792,22717,CARD DOG AND BALL,12,2010-08-20 12:20:00,0.42,12865,Austria,5.04
519792,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2010-08-20 12:20:00,2.95,12865,Austria,23.6
519800,20725,LUNCH BAG RED SPOTTY,200,2010-08-20 12:28:00,1.45,18251,United Kingdom,290.0
519805,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,12,2010-08-20 12:31:00,0.42,15124,United Kingdom,5.04
519805,20985,HEART CALCULATOR,12,2010-08-20 12:31:00,1.25,15124,United Kingdom,15.0
519815,22668,PINK BABY BUNTING,5,2010-08-20 13:09:00,2.95,14020,United Kingdom,14.75
519815,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2010-08-20 13:09:00,4.95,14020,United Kingdom,39.6
519817,21843,RED RETROSPOT CAKE STAND,1,2010-08-20 13:41:00,10.95,14243,United Kingdom,10.95
519817,20996,JAZZ HEARTS ADDRESS BOOK,24,2010-08-20 13:41:00,0.42,14243,United Kingdom,10.08
519817,22588,CARD HOLDER GINGHAM HEART,6,2010-08-20 13:41:00,2.55,14243,United Kingdom,15.3
519817,20871,OPULENT VELVET SET/3 CANDLES,24,2010-08-20 13:41:00,1.25,14243,United Kingdom,30.0
519819,21544,SKULLS  WATER TRANSFER TATTOOS,6,2010-08-20 13:59:00,0.85,18106,United Kingdom,5.1
519820,20960,WATERMELON BATH SPONGE,20,2010-08-20 14:07:00,1.25,15856,United Kingdom,25.0
519822,21069,VINTAGE BILLBOARD TEA MUG,2,2010-08-20 14:14:00,1.25,18106,United Kingdom,2.5
519824,22637,PIGGY BANK RETROSPOT,6,2010-08-20 14:33:00,2.55,16234,United Kingdom,15.3
519831,72741,GRAND CHOCOLATECANDLE,18,2010-08-20 15:03:00,1.45,13911,United Kingdom,26.1
519831,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2010-08-20 15:03:00,2.1,13911,United Kingdom,16.8
519867,22676,"FRENCH BLUE METAL DOOR SIGN, 1",2,2010-08-20 16:05:00,1.25,17757,United Kingdom,2.5
519871,21790,VINTAGE SNAP CARDS,24,2010-08-20 17:15:00,0.85,15855,United Kingdom,20.4
519881,22515,CHILDS GARDEN SPADE PINK,12,2010-08-22 11:28:00,2.1,16275,United Kingdom,25.2
519882,21754,HOME BUILDING BLOCK WORD,1,2010-08-22 11:45:00,5.95,16725,United Kingdom,5.95
519882,85150,LADIES & GENTLEMEN METAL SIGN,2,2010-08-22 11:45:00,2.55,16725,United Kingdom,5.1
519882,22649,STRAWBERRY FAIRY CAKE TEAPOT,2,2010-08-22 11:45:00,4.95,16725,United Kingdom,9.9
519887,21314,SMALL GLASS HEART TRINKET POT,8,2010-08-22 12:03:00,2.1,18260,United Kingdom,16.8
519890,21163,DO NOT TOUCH MY STUFF DOOR HANGER,1,2010-08-22 12:45:00,1.45,15443,United Kingdom,1.45
519890,21063,PARTY INVITES JAZZ HEARTS,1,2010-08-22 12:45:00,0.85,15443,United Kingdom,0.85
519890,22580,ADVENT CALENDAR GINGHAM SACK,4,2010-08-22 12:45:00,5.95,15443,United Kingdom,23.8
519894,22027,TEA PARTY BIRTHDAY CARD,12,2010-08-22 13:07:00,0.42,12877,United Kingdom,5.04
519898,22138,BAKING SET 9 PIECE RETROSPOT,3,2010-08-22 13:10:00,4.95,17578,United Kingdom,14.85
519901,21500,PINK SPOTS  WRAP,25,2010-08-22 13:14:00,0.42,17664,United Kingdom,10.5
519904,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,8,2010-08-22 13:28:00,3.75,16126,United Kingdom,30.0
519905,22052,VINTAGE CARAVAN GIFT WRAP,25,2010-08-22 13:36:00,0.42,14855,United Kingdom,10.5
519905,21622,VINTAGE UNION JACK CUSHION COVER,8,2010-08-22 13:36:00,4.95,14855,United Kingdom,39.6
519905,22379,RECYCLING BAG RETROSPOT,24,2010-08-22 13:36:00,2.1,14855,United Kingdom,50.4
519907,21397,BLUE  SPOTTY EGG CUP,2,2010-08-22 13:40:00,1.25,15059,United Kingdom,2.5
519908,47568,ENGLISH ROSE DESIGN PEG BAG,4,2010-08-22 13:41:00,2.1,15665,United Kingdom,8.4
519908,21380,WOODEN HAPPY BIRTHDAY GARLAND,4,2010-08-22 13:41:00,2.95,15665,United Kingdom,11.8
519909,21687,SILVER PLATE CANDLE BOWL LARGE,1,2010-08-22 13:45:00,3.75,16456,United Kingdom,3.75
519910,22568,FELTCRAFT CUSHION OWL,8,2010-08-22 13:46:00,3.75,13157,United Kingdom,30.0
519910,22492,MINI PAINT SET VINTAGE,72,2010-08-22 13:46:00,0.65,13157,United Kingdom,46.8
519910,22383,LUNCH BAG SUKI  DESIGN,10,2010-08-22 13:46:00,1.65,13157,United Kingdom,16.5
519914,22077,6 RIBBONS RUSTIC CHARM,12,2010-08-22 13:59:00,1.65,12471,Germany,19.8
519920,22381,TOY TIDY PINK RETROSPOT,20,2010-08-22 14:54:00,2.1,17389,United Kingdom,42.0
519929,84990,60 GOLD AND SILVER FAIRY CAKE CASES,3,2010-08-22 15:39:00,0.55,17589,United Kingdom,1.65
519933,22349,DOG BOWL CHASING BALL DESIGN,1,2010-08-22 16:07:00,3.75,16409,United Kingdom,3.75
519933,22156,HEART DECORATION WITH PEARLS,36,2010-08-22 16:07:00,0.85,16409,United Kingdom,30.6
519933,21136,PAINTED METAL PEARS ASSORTED,8,2010-08-22 16:07:00,1.69,16409,United Kingdom,13.52
519936,21937,STRAWBERRY   PICNIC BAG,5,2010-08-23 08:08:00,2.95,17508,Greece,14.75
519937,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,24,2010-08-23 08:44:00,2.1,18097,United Kingdom,50.4
519941,17003,BROCADE RING PURSE,36,2010-08-23 09:57:00,0.21,16332,United Kingdom,7.56
519993,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2010-08-23 11:30:00,6.45,14249,United Kingdom,19.35
520018,21949,SET OF 6 STRAWBERRY CHOPSTICKS,6,2010-08-23 11:58:00,1.25,18140,West Indies,7.5
520021,20961,STRAWBERRY BATH SPONGE,50,2010-08-23 12:12:00,1.25,12678,France,62.5
520021,22132,RED LOVE HEART SHAPE CUP,68,2010-08-23 12:12:00,0.85,12678,France,57.8
520023,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,24,2010-08-23 12:27:00,0.65,13999,United Kingdom,15.6
520027,16218,CARTOON  PENCIL SHARPENERS,80,2010-08-23 12:56:00,0.16,14321,United Kingdom,12.8
520027,85031C,CURIOUS IMAGES SCRAP BOOK SET,24,2010-08-23 12:56:00,1.25,14321,United Kingdom,30.0
520040,22555,PLASTERS IN TIN STRONGMAN,12,2010-08-23 13:53:00,1.65,16172,United Kingdom,19.8
520041,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2010-08-23 14:12:00,1.65,13081,United Kingdom,19.8
520041,21544,SKULLS  WATER TRANSFER TATTOOS,12,2010-08-23 14:12:00,0.85,13081,United Kingdom,10.2
520046,22059,CERAMIC STRWBERRY DESIGN MUG,2,2010-08-23 14:38:00,1.49,15005,United Kingdom,2.98
520046,84249D,FAIRY CAKE GREETINGS CARD,12,2010-08-23 14:38:00,0.42,15005,United Kingdom,5.04
520050,84352,SILVER CHRISTMAS TREE BAUBLE STAND,1,2010-08-23 14:52:00,16.95,13611,United Kingdom,16.95
520050,21898,POTTING SHED ROSE CANDLE,3,2010-08-23 14:52:00,2.95,13611,United Kingdom,8.85
520050,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,3,2010-08-23 14:52:00,2.1,13611,United Kingdom,6.3
520054,22680,"FRENCH BLUE METAL DOOR SIGN, 5",10,2010-08-23 14:59:00,1.25,16208,United Kingdom,12.5
520059,84991,60 TEATIME FAIRY CAKE CASES,1,2010-08-23 15:44:00,0.55,15003,United Kingdom,0.55
520062,21080,SET/20 RED SPOTTY PAPER NAPKINS,4,2010-08-23 16:01:00,0.85,14395,United Kingdom,3.4
520080,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-08-24 10:18:00,1.25,13123,United Kingdom,15.0
520092,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2010-08-24 11:37:00,9.95,13767,United Kingdom,19.9
520166,21890,S/6 WOODEN SKITTLES IN COTTON BAG,3,2010-08-24 12:55:00,2.95,17774,United Kingdom,8.85
520169,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2010-08-24 13:01:00,4.25,17649,United Kingdom,25.5
520172,22083,PAPER CHAIN KIT RETRO SPOT,12,2010-08-24 13:18:00,2.95,14399,United Kingdom,35.4
520172,22668,PINK BABY BUNTING,5,2010-08-24 13:18:00,2.95,14399,United Kingdom,14.75
520175,21158,MOODY GIRL DOOR HANGER,72,2010-08-24 13:24:00,0.38,17873,United Kingdom,27.36
520176,22457,NATURAL SLATE HEART CHALKBOARD,12,2010-08-24 13:28:00,2.95,15615,United Kingdom,35.4
520176,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,2010-08-24 13:28:00,1.69,15615,United Kingdom,20.28
520182,21491,SET OF THREE VINTAGE GIFT WRAPS,12,2010-08-24 13:59:00,1.95,16422,United Kingdom,23.4
520186,21238,RED SPOTTY CUP,1,2010-08-24 14:20:00,0.85,13567,United Kingdom,0.85
520190,22619,SET OF 6 SOLDIER SKITTLES,4,2010-08-24 14:31:00,3.75,15680,United Kingdom,15.0
520192,22595,CHRISTMAS GINGHAM HEART,36,2010-08-24 14:46:00,0.85,14766,United Kingdom,30.6
520192,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2010-08-24 14:46:00,0.85,14766,United Kingdom,20.4
520211,22058,CERAMIC LOVE HEARTS DESIGN MUG,3,2010-08-24 17:21:00,1.49,18124,United Kingdom,4.47
520213,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2010-08-24 17:31:00,1.65,17602,United Kingdom,1.65
520213,22644,CERAMIC CHERRY CAKE MONEY BANK,4,2010-08-24 17:31:00,1.45,17602,United Kingdom,5.8
520213,79532,MOSAIC GLASS BALL CANDLEHOLDER,6,2010-08-24 17:31:00,1.25,17602,United Kingdom,7.5
520213,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-08-24 17:31:00,8.5,17602,United Kingdom,17.0
520213,35833G,4 GOLD FLOCK CHRISTMAS BALLS,3,2010-08-24 17:31:00,1.25,17602,United Kingdom,3.75
520213,22755,SMALL PURPLE BABUSHKA NOTEBOOK,5,2010-08-24 17:31:00,0.85,17602,United Kingdom,4.25
520214,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,12,2010-08-25 07:46:00,2.95,14895,United Kingdom,35.4
520215,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2010-08-25 09:33:00,1.25,18071,United Kingdom,15.0
520221,20773,BLUE PAISLEY NOTEBOOK,1,2010-08-25 09:44:00,1.65,16456,United Kingdom,1.65
520221,21679,SKULLS  STICKERS,6,2010-08-25 09:44:00,0.85,16456,United Kingdom,5.1
520222,22382,LUNCH BAG SPACEBOY DESIGN,10,2010-08-25 09:56:00,1.65,17416,United Kingdom,16.5
520222,22570,FELTCRAFT CUSHION RABBIT,4,2010-08-25 09:56:00,3.75,17416,United Kingdom,15.0
520222,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-08-25 09:56:00,1.25,17416,United Kingdom,15.0
520246,22492,MINI PAINT SET VINTAGE,36,2010-08-25 11:07:00,0.65,12721,France,23.4
520246,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2010-08-25 11:07:00,2.55,12721,France,20.4
520312,22301,COFFEE MUG CAT + BIRD DESIGN,36,2010-08-25 11:40:00,2.1,17044,United Kingdom,75.6
520318,22469,HEART OF WICKER SMALL,2,2010-08-25 11:52:00,1.65,17604,United Kingdom,3.3
520319,22469,HEART OF WICKER SMALL,12,2010-08-25 11:58:00,1.65,16175,United Kingdom,19.8
520324,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2010-08-25 12:18:00,2.95,14334,United Kingdom,53.1
520334,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2010-08-25 12:31:00,0.65,16200,United Kingdom,20.8
520336,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-08-25 12:39:00,1.69,16019,United Kingdom,13.52
520337,22549,PICTURE DOMINOES,4,2010-08-25 12:42:00,1.45,15950,United Kingdom,5.8
520344,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2010-08-25 13:05:00,0.55,13680,United Kingdom,13.2
520349,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2010-08-25 13:22:00,1.65,12682,France,19.8
520357,21839,MUMMY MOUSE RED GINGHAM RIBBON,6,2010-08-25 13:34:00,5.45,16654,United Kingdom,32.7
520361,22603,CHRISTMAS RETROSPOT TREE WOOD,3,2010-08-25 13:44:00,0.85,13548,United Kingdom,2.55
520361,22457,NATURAL SLATE HEART CHALKBOARD,1,2010-08-25 13:44:00,2.95,13548,United Kingdom,2.95
520362,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,2010-08-25 13:46:00,1.45,17841,United Kingdom,1.45
520364,85049C,ROMANTIC PINKS RIBBONS,6,2010-08-25 14:18:00,1.25,18077,United Kingdom,7.5
520364,22567,20 DOLLY PEGS RETROSPOT,12,2010-08-25 14:18:00,1.25,18077,United Kingdom,15.0
520390,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-08-25 15:31:00,0.85,18196,United Kingdom,10.2
520401,84459B,YELLOW METAL CHICKEN HEART,1,2010-08-25 16:58:00,1.49,16448,United Kingdom,1.49
520405,22389,PAPERWEIGHT SAVE THE PLANET,6,2010-08-25 17:27:00,2.55,17338,United Kingdom,15.3
520405,84559D,3D SHEET OF SEA WORLD STICKERS,6,2010-08-25 17:27:00,0.85,17338,United Kingdom,5.1
520405,82616A,BUBBLE GUM SCARF KNITTING KIT,2,2010-08-25 17:27:00,2.95,17338,United Kingdom,5.9
520406,22189,CREAM HEART CARD HOLDER,36,2010-08-26 09:23:00,3.39,16652,United Kingdom,122.04
520406,85066,CREAM SWEETHEART MINI CHEST,16,2010-08-26 09:23:00,10.95,16652,United Kingdom,175.2
520407,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2010-08-26 09:31:00,2.55,14215,United Kingdom,15.3
520416,37495,FAIRY CAKE BIRTHDAY CANDLE SET,8,2010-08-26 09:42:00,3.75,13024,United Kingdom,30.0
520419,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2010-08-26 09:52:00,1.65,14210,United Kingdom,19.8
520419,20658,RED SPOTTY LUGGAGE TAG,12,2010-08-26 09:52:00,1.25,14210,United Kingdom,15.0
520425,22487,WHITE WOOD GARDEN PLANT LADDER,2,2010-08-26 10:40:00,9.95,14236,United Kingdom,19.9
520494,22271,FELTCRAFT DOLL ROSIE,6,2010-08-26 12:09:00,2.95,12621,Germany,17.7
520496,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2010-08-26 12:10:00,6.45,16235,United Kingdom,19.35
520495,84992,72 SWEETHEART FAIRY CAKE CASES,2,2010-08-26 12:10:00,0.55,17068,United Kingdom,1.1
520502,82597,BOMBS AWAY METAL SIGN,1,2010-08-26 12:38:00,2.1,14085,United Kingdom,2.1
520506,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2010-08-26 12:52:00,1.65,14911,EIRE,19.8
520506,84836,ZINC METAL HEART DECORATION,12,2010-08-26 12:52:00,1.25,14911,EIRE,15.0
520508,22701,PINK DOG BOWL,6,2010-08-26 13:00:00,2.95,13802,United Kingdom,17.7
520509,22061,LARGE CAKE STAND  HANGING STRAWBERY,1,2010-08-26 13:09:00,9.95,12835,United Kingdom,9.95
520513,21755,LOVE BUILDING BLOCK WORD,3,2010-08-26 13:26:00,5.95,13065,United Kingdom,17.85
520514,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,6,2010-08-26 13:40:00,3.75,16159,United Kingdom,22.5
520520,22296,HEART IVORY TRELLIS LARGE,12,2010-08-26 14:11:00,1.65,12800,Portugal,19.8
520521,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,5,2010-08-26 14:12:00,1.45,16375,United Kingdom,7.25
520525,21100,CHARLIE AND LOLA CHARLOTTE BAG,10,2010-08-26 14:29:00,1.65,16807,United Kingdom,16.5
520526,22457,NATURAL SLATE HEART CHALKBOARD,12,2010-08-26 14:45:00,2.95,13889,United Kingdom,35.4
520526,22297,HEART IVORY TRELLIS SMALL,24,2010-08-26 14:45:00,1.25,13889,United Kingdom,30.0
520528,84839,SWEETHEART KEY CABINET,2,2010-08-26 14:45:00,6.75,14221,United Kingdom,13.5
520532,22757,LARGE RED BABUSHKA NOTEBOOK,3,2010-08-26 15:27:00,1.25,12836,United Kingdom,3.75
520534,22282,12 EGG HOUSE PAINTED WOOD,2,2010-08-26 15:39:00,12.75,17714,United Kingdom,25.5
520536,84849A,HELLO SAILOR BLUE SOAP HOLDER,12,2010-08-26 15:44:00,1.69,12779,Poland,20.28
520537,22695,WICKER WREATH SMALL,6,2010-08-26 15:47:00,1.45,17576,United Kingdom,8.7
520537,35400,WOODEN BOX ADVENT CALENDAR,4,2010-08-26 15:47:00,8.95,17576,United Kingdom,35.8
520539,84051,ASS COLOUR GLOWING TIARAS,20,2010-08-26 16:00:00,0.85,14544,United Kingdom,17.0
520539,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2010-08-26 16:00:00,2.1,14544,United Kingdom,4.2
520555,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,3,2010-08-26 16:36:00,3.75,16468,United Kingdom,11.25
520559,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2010-08-26 16:43:00,1.25,13491,United Kingdom,30.0
520561,22219,LOVEBIRD HANGING DECORATION WHITE,12,2010-08-26 16:46:00,0.85,14769,United Kingdom,10.2
520564,84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,1,2010-08-26 17:11:00,1.69,17402,United Kingdom,1.69
520565,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2010-08-26 17:19:00,0.85,13877,United Kingdom,10.2
520568,21770,OPEN CLOSED METAL SIGN,3,2010-08-26 18:32:00,4.95,14031,United Kingdom,14.85
520569,21621,VINTAGE UNION JACK BUNTING,1,2010-08-26 19:57:00,8.5,13884,United Kingdom,8.5
520584,21509,COWBOYS AND INDIANS BIRTHDAY CARD,12,2010-08-27 10:40:00,0.42,12839,United Kingdom,5.04
520585,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,2010-08-27 10:43:00,2.95,14110,United Kingdom,17.7
520600,35443,RASTA IN BATH W SPLIFF ASHTRAY,4,2010-08-27 11:50:00,0.85,17048,United Kingdom,3.4
520602,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,2010-08-27 11:57:00,5.95,14499,United Kingdom,23.8
520602,21911,GARDEN METAL SIGN,12,2010-08-27 11:57:00,1.65,14499,United Kingdom,19.8
520612,21777,RECIPE BOX WITH METAL HEART,2,2010-08-27 12:02:00,7.95,16421,United Kingdom,15.9
520614,22381,TOY TIDY PINK RETROSPOT,5,2010-08-27 12:04:00,2.1,15623,United Kingdom,10.5
520665,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,2010-08-27 13:05:00,1.25,13206,United Kingdom,7.5
520665,21704,BAG 250g SWIRLY MARBLES,10,2010-08-27 13:05:00,0.85,13206,United Kingdom,8.5
520665,16236,KITTY PENCIL ERASERS,28,2010-08-27 13:05:00,0.21,13206,United Kingdom,5.88
520672,21983,PACK OF 12 BLUE PAISLEY TISSUES,12,2010-08-27 14:09:00,0.29,17270,United Kingdom,3.48
520673,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2010-08-27 14:13:00,0.85,17894,United Kingdom,10.2
520675,22469,HEART OF WICKER SMALL,10,2010-08-27 14:23:00,1.65,15808,United Kingdom,16.5
520679,21361,LOVE LARGE WOOD LETTERS,1,2010-08-27 15:12:00,12.75,16539,United Kingdom,12.75
520694,22072,RED RETROSPOT TEA CUP AND SAUCER,16,2010-08-29 10:38:00,3.75,15784,United Kingdom,60.0
520700,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-08-29 11:31:00,2.95,15976,United Kingdom,5.9
520700,20728,LUNCH BAG CARS BLUE,1,2010-08-29 11:31:00,1.65,15976,United Kingdom,1.65
520700,21154,RED SPOTTY OVEN GLOVE,1,2010-08-29 11:31:00,1.25,15976,United Kingdom,1.25
520701,84247N,PACK/12 BLUE FOLKART CARDS,12,2010-08-29 11:38:00,2.95,15058,United Kingdom,35.4
520702,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-08-29 11:42:00,1.69,15936,United Kingdom,13.52
520705,22035,VINTAGE CARAVAN GREETING CARD,12,2010-08-29 12:07:00,0.42,13203,United Kingdom,5.04
520706,21494,ROTATING LEAVES T-LIGHT HOLDER,12,2010-08-29 12:31:00,1.25,15166,United Kingdom,15.0
520709,82580,BATHROOM METAL SIGN,2,2010-08-29 12:53:00,0.55,14693,United Kingdom,1.1
520712,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-08-29 13:48:00,4.95,13059,United Kingdom,14.85
520715,22575,METAL MERRY CHRISTMAS WREATH,8,2010-08-29 13:58:00,1.95,16510,United Kingdom,15.6
